tmucodigo;tmudenominacao;tmuuf
"28754";"SAO SEBASTIAO";"AL"
"71153";"SAO SEBASTIAO";"SP"
"78956";"SAO SEBASTIAO DA AMOREIRA";"PR"
"52876";"SAO SEBASTIAO DA BELA VISTA";"MG"
"05533";"SAO SEBASTIAO DA BOA VISTA";"PA"
"71170";"SAO SEBASTIAO DA GRAMA";"SP"
"07269";"SAO SEBASTIAO DA VARGEM ALEGRE";"MG"
"22039";"SAO SEBASTIAO DE LAGOA DE ROCA";"PB"
"59056";"SAO SEBASTIAO DO ALTO";"RJ"
"07285";"SAO SEBASTIAO DO ANTA";"MG"
"88935";"SAO SEBASTIAO DO CAI";"RS"
"52892";"SAO SEBASTIAO DO MARANHAO";"MG"
"52914";"SAO SEBASTIAO DO OESTE";"MG"
"52930";"SAO SEBASTIAO DO PARAISO";"MG"
"38890";"SAO SEBASTIAO DO PASSE";"BA"
"52957";"SAO SEBASTIAO DO RIO PRETO";"MG"
"52973";"SAO SEBASTIAO DO RIO VERDE";"MG"
"96032";"SAO SEBASTIAO DO TOCANTINS";"TO"
"98450";"SAO SEBASTIAO DO UATUMA";"AM"
"22055";"SAO SEBASTIAO DO UMBUZEIRO";"PB"
"88951";"SAO SEPE";"RS"
"71196";"SAO SIMAO";"SP"
"96059";"SAO SIMAO";"GO"
"52990";"SAO TIAGO";"MG"
"53015";"SAO TOMAS DE AQUINO";"MG"
"18554";"SAO TOME";"RN"
"78972";"SAO TOME";"PR"
"53031";"SAO TOME DAS LETRAS";"MG"
"88978";"SAO VALENTIM";"RS"
"59978";"SAO VALENTIM DO SUL";"RS"
"96911";"SAO VALERIO DA NATIVIDADE";"TO"
"60755";"SAO VALERIO DO SUL";"RS"
"72931";"SAO VENDELINO";"RS"
"18570";"SAO VICENTE";"RN"
"71218";"SAO VICENTE";"SP"
"53058";"SAO VICENTE DE MINAS";"MG"
"86754";"SAO VICENTE DO SUL";"RS"
"09270";"SAO VICENTE FERRER";"MA"
"25755";"SAO VICENTE FERRER";"PE"
"22071";"SAPE";"PB"
"38911";"SAPEACU";"BA"
"10464";"SAPEZAL";"MT"
"88994";"SAPIRANGA";"RS"
"78999";"SAPOPEMA";"PR"
"59072";"SAPUCAIA";"RJ"
"00663";"SAPUCAIA";"PA"
"89010";"SAPUCAIA DO SUL";"RS"
"53074";"SAPUCAI-MIRIM";"MG"
"59099";"SAQUAREMA";"RJ"
"84611";"SARANDI";"PR"
"89036";"SARANDI";"RS"
"71234";"SARAPUI";"SP"
"53090";"SARDOA";"MG"
"71250";"SARUTAIA";"SP"
"07307";"SARZEDO";"MG"
"38938";"SATIRO DIAS";"BA"
"28770";"SATUBA";"AL"
"02488";"SATUBINHA";"MA"
"30376";"SAUBARA";"BA"
"54933";"SAUDADE DO IGUACU";"PR"
"83410";"SAUDADES";"SC"
"38954";"SAUDE";"BA"
"83437";"SCHROEDER";"SC"
"38970";"SEABRA";"BA"
"83453";"SEARA";"SC"
"71277";"SEBASTIANOPOLIS DO SUL";"SP"
"03964";"SEBASTIAO BARROS";"PI"
"38997";"SEBASTIAO LARANJEIRAS";"BA"
"03980";"SEBASTIAO LEAL";"PI"
"89052";"SEBERI";"RS"
"73350";"SEDE NOVA";"RS"
"73172";"SEGREDO";"RS"
"89079";"SELBACH";"RS"
"98116";"SELVIRIA";"MS"
"07340";"SEM-PEIXE";"MG"
"01457";"SENA MADUREIRA";"AC"
"02500";"SENADOR ALEXANDRE COSTA";"MA"
"26891";"SENADOR AMARAL";"MG"
"97535";"SENADOR CANEDO";"GO"
"53112";"SENADOR CORTES";"MG"
"18597";"SENADOR ELOI DE SOUZA";"RN"
"53139";"SENADOR FIRMINO";"MG"
"18619";"SENADOR GEORGINO AVELINO";"RN"
"01538";"SENADOR GUIOMARD";"AC"
"53155";"SENADOR JOSE BENTO";"MG"
"05550";"SENADOR JOSE PORFIRIO";"PA"
"02526";"SENADOR LA ROCQUE";"MA"
"53171";"SENADOR MODESTINO GONCALVES";"MG"
"15555";"SENADOR POMPEU";"CE"
"28916";"SENADOR RUI PALMEIRA";"AL"
"15571";"SENADOR SA";"CE"
"10120";"SENADOR SALGADO FILHO";"RS"
"79014";"SENGES";"PR"
"39012";"SENHOR DO BONFIM";"BA"
"53198";"SENHORA DE OLIVEIRA";"MG"
"53210";"SENHORA DO PORTO";"MG"
"53236";"SENHORA DOS REMEDIOS";"MG"
"57819";"SENTINELA DO SUL";"RS"
"39039";"SENTO SE";"BA"
"89095";"SERAFINA CORREA";"RS"
"53252";"SERICITA";"MG"
"22098";"SERIDO";"PB"
"06998";"SERINGUEIRAS";"RO"
"60356";"SERIO";"RS"
"53279";"SERITINGA";"MG"
"07862";"SEROPEDICA";"RJ"
"56995";"SERRA";"ES"
"99899";"SERRA ALTA";"SC"
"71293";"SERRA AZUL";"SP"
"53295";"SERRA AZUL DE MINAS";"MG"
"22110";"SERRA BRANCA";"PB"
"18058";"SERRA CAIADA";"RN"
"22136";"SERRA DA RAIZ";"PB"
"53317";"SERRA DA SAUDADE";"MG"
"18635";"SERRA DE SAO BENTO";"RN"
"19275";"SERRA DO MEL";"RN"
"06653";"SERRA DO NAVIO";"AP"
"30392";"SERRA DO RAMALHO";"BA"
"53350";"SERRA DO SALITRE";"MG"
"53333";"SERRA DOS AIMORES";"MG"
"39055";"SERRA DOURADA";"BA"
"22152";"SERRA GRANDE";"PB"
"71331";"SERRA NEGRA";"SP"
"18651";"SERRA NEGRA DO NORTE";"RN"
"39071";"SERRA PRETA";"BA"
"22179";"SERRA REDONDA";"PB"
"25771";"SERRA TALHADA";"PE"
"71315";"SERRANA";"SP"
"53376";"SERRANIA";"MG"
"02542";"SERRANO DO MARANHAO";"MA"
"96075";"SERRANOPOLIS";"GO"
"07366";"SERRANOPOLIS DE MINAS";"MG"
"08826";"SERRANOPOLIS DO IGUACU";"PR"
"53392";"SERRANOS";"MG"
"22195";"SERRARIA";"PB"
"18678";"SERRINHA";"RN"
"39098";"SERRINHA";"BA"
"04324";"SERRINHA DOS PINTOS";"RN"
"25798";"SERRITA";"PE"
"53414";"SERRO";"MG"
"39110";"SERROLANDIA";"BA"
"79030";"SERTANEJA";"PR"
"25810";"SERTANIA";"PE"
"79057";"SERTANOPOLIS";"PR"
"89117";"SERTAO";"RS"
"57614";"SERTAO SANTANA";"RS"
"71358";"SERTAOZINHO";"SP"
"05320";"SERTAOZINHO";"PB"
"71374";"SETE BARRAS";"SP"
"10146";"SETE DE SETEMBRO";"RS"
"53430";"SETE LAGOAS";"MG"
"98132";"SETE QUEDAS";"MS"
"07323";"SETUBINHA";"MG"
"89133";"SEVERIANO DE ALMEIDA";"RS"
"18694";"SEVERIANO MELO";"RN"
"71390";"SEVERINIA";"SP"
"83470";"SIDEROPOLIS";"SC"
"91570";"SIDROLANDIA";"MS"
"13790";"SIGEFREDO PACHECO";"PI"
"59110";"SILVA JARDIM";"RJ"
"96091";"SILVANIA";"GO"
"96598";"SILVANOPOLIS";"TO"
"73156";"SILVEIRA MARTINS";"RS"
"53457";"SILVEIRANIA";"MG"
"71412";"SILVEIRAS";"SP"
"02771";"SILVES";"AM"
"53473";"SILVIANOPOLIS";"MG"
"32417";"SIMAO DIAS";"SE"
"53490";"SIMAO PEREIRA";"MG"
"12130";"SIMOES";"PI"
"39136";"SIMOES FILHO";"BA"
"97551";"SIMOLANDIA";"GO"
"53511";"SIMONESIA";"MG"
"12157";"SIMPLICIO MENDES";"PI"
"57673";"SINIMBU";"RS"
"89850";"SINOP";"MT"
"79073";"SIQUEIRA CAMPOS";"PR"
"25836";"SIRINHAEM";"PE"
"32433";"SIRIRI";"SE"
"96113";"SITIO DABADIA";"GO"
"30414";"SITIO DO MATO";"BA"
"30430";"SITIO DO QUINTO";"BA"
"09296";"SITIO NOVO";"MA"
"18716";"SITIO NOVO";"RN"
"96130";"SITIO NOVO DO TOCANTINS";"TO"
"30457";"SOBRADINHO";"BA"
"89176";"SOBRADINHO";"RS"
"05347";"SOBRADO";"PB"
"15598";"SOBRAL";"CE"
"53538";"SOBRALIA";"MG"
"71439";"SOCORRO";"SP"
"12173";"SOCORRO DO PIAUI";"PI"
"22217";"SOLANEA";"PB"
"22233";"SOLEDADE";"PB"
"89192";"SOLEDADE";"RS"
"53554";"SOLEDADE DE MINAS";"MG"
"25879";"SOLIDAO";"PE"
"15610";"SOLONOPOLE";"CE"
"83496";"SOMBRIO";"SC"
"97578";"SONORA";"MS"
"07668";"SOORETAMA";"ES"
"71455";"SOROCABA";"SP"
"99074";"SORRISO";"MT"
"05363";"SOSSEGO";"PB"
"05576";"SOURE";"PA"
"22250";"SOUSA";"PB"
"39152";"SOUTO SOARES";"BA"
"03352";"SUCUPIRA";"TO"
"09318";"SUCUPIRA DO NORTE";"MA"
"02569";"SUCUPIRA DO RIACHAO";"MA"
"71471";"SUD MENUCCI";"SP"
"55956";"SUL BRASIL";"SC"
"84778";"SULINA";"PR"
"71498";"SUMARE";"SP"
"22276";"SUME";"PB"
"59137";"SUMIDOURO";"RJ"
"25895";"SURUBIM";"PE"
"04006";"SUSSUAPARA";"PI"
"71510";"SUZANO";"SP"
"29459";"SUZANOPOLIS";"SP"
"10162";"TABAI";"RS"
"01252";"TABAPORA";"MT"
"71536";"TABAPUA";"SP"
"71552";"TABATINGA";"SP"
"98477";"TABATINGA";"AM"
"25917";"TABIRA";"PE"
"71579";"TABOAO DA SERRA";"SP"
"39179";"TABOCAS DO BREJO VELHO";"BA"
"18732";"TABOLEIRO GRANDE";"RN"
"53570";"TABULEIRO";"MG"
"15636";"TABULEIRO DO NORTE";"CE"
"25933";"TACAIMBO";"PE"
"25950";"TACARATU";"PE"
"71595";"TACIBA";"SP"
"22292";"TACIMA";"PB"
"98159";"TACURU";"MS"
"71617";"TAGUAI";"SP"
"96156";"TAGUATINGA";"TO"
"71633";"TAIACU";"SP"
"03956";"TAILANDIA";"PA"
"83518";"TAIO";"SC"
"53597";"TAIOBEIRAS";"MG"
"03255";"TAIPAS DO TOCANTINS";"TO"
"18759";"TAIPU";"RN"
"71650";"TAIUVA";"SP"
"01007";"TALISMA";"TO"
"05584";"TAMANDARE";"PE"
"08842";"TAMARANA";"PR"
"71676";"TAMBAU";"SP"
"79090";"TAMBOARA";"PR"
"15652";"TAMBORIL";"CE"
"04022";"TAMBORIL DO PIAUI";"PI"
"71692";"TANABI";"SP"
"18775";"TANGARA";"RN"
"83534";"TANGARA";"SC"
"91855";"TANGARA DA SERRA";"MT"
"07889";"TANGUA";"RJ"
"39195";"TANHACU";"BA"
"28797";"TANQUE DARCA";"AL"
"04049";"TANQUE DO PIAUI";"PI"
"39918";"TANQUE NOVO";"BA"
"39217";"TANQUINHO";"BA"
"07382";"TAPARUBA";"MG"
"02798";"TAPAUA";"AM"
"79111";"TAPEJARA";"PR"
"89214";"TAPEJARA";"RS"
"89230";"TAPERA";"RS"
"22314";"TAPEROA";"PB"
"39233";"TAPEROA";"BA"
"89257";"TAPES";"RS"
"53619";"TAPIRA";"MG"
"79731";"TAPIRA";"PR"
"53635";"TAPIRAI";"MG"
"71714";"TAPIRAI";"SP"
"39250";"TAPIRAMUTA";"BA"
"71730";"TAPIRATIBA";"SP"
"97632";"TAPURAH";"MT"
"89273";"TAQUARA";"RS"
"53651";"TAQUARACU DE MINAS";"MG"
"08249";"TAQUARAL";"SP"
"96172";"TAQUARAL DE GOIAS";"GO"
"28819";"TAQUARANA";"AL"
"89290";"TAQUARI";"RS"
"71757";"TAQUARITINGA";"SP"
"25992";"TAQUARITINGA DO NORTE";"PE"
"71773";"TAQUARITUBA";"SP"
"30635";"TAQUARIVAI";"SP"
"73130";"TAQUARUCU DO SUL";"RS"
"98175";"TAQUARUSSU";"MS"
"71790";"TARABAI";"SP"
"01473";"TARAUACA";"AC"
"12750";"TARRAFAS";"CE"
"06173";"TARTARUGALZINHO";"AP"
"72672";"TARUMA";"SP"
"53678";"TARUMIRIM";"MG"
"09334";"TASSO FRAGOSO";"MA"
"71811";"TATUI";"SP"
"15679";"TAUA";"CE"
"71838";"TAUBATE";"SP"
"22330";"TAVARES";"PB"
"89710";"TAVARES";"RS"
"02810";"TEFE";"AM"
"22357";"TEIXEIRA";"PB"
"39934";"TEIXEIRA DE FREITAS";"BA"
"79138";"TEIXEIRA SOARES";"PR"
"53694";"TEIXEIRAS";"MG"
"00221";"TEIXEIROPOLIS";"RO"
"12777";"TEJUCUOCA";"CE"
"71854";"TEJUPA";"SP"
"79154";"TELEMACO BORBA";"PR"
"32450";"TELHA";"SE"
"18791";"TENENTE ANANIAS";"RN"
"04340";"TENENTE LAURENTINO CRUZ";"RN"
"89311";"TENENTE PORTELA";"RS"
"05380";"TENORIO";"PB"
"39276";"TEODORO SAMPAIO";"BA"
"71870";"TEODORO SAMPAIO";"SP"
"39292";"TEOFILANDIA";"BA"
"53716";"TEOFILO OTONI";"MG"
"39314";"TEOLANDIA";"BA"
"09717";"TEOTONIO VILELA";"AL"
"91596";"TERENOS";"MS"
"12190";"TERESINA";"PI"
"97594";"TERESINA DE GOIAS";"GO"
"59153";"TERESOPOLIS";"RJ"
"26018";"TEREZINHA";"PE"
"00574";"TEREZOPOLIS DE GOIAS";"GO"
"03735";"TERRA ALTA";"PA"
"79170";"TERRA BOA";"PR"
"73334";"TERRA DE AREIA";"RS"
"26034";"TERRA NOVA";"PE"
"39330";"TERRA NOVA";"BA"
"99090";"TERRA NOVA DO NORTE";"MT"
"79197";"TERRA RICA";"PR"
"71897";"TERRA ROXA";"SP"
"79219";"TERRA ROXA";"PR"
"06378";"TERRA SANTA";"PA"
"91618";"TESOURO";"MT"
"98213";"TEUTONIA";"RS"
"09750";"THEOBROMA";"RO"
"15695";"TIANGUA";"CE"
"79235";"TIBAGI";"PR"
"04286";"TIBAU";"RN"
"18813";"TIBAU DO SUL";"RN"
"71919";"TIETE";"SP"
"09466";"TIGRINHOS";"SC"
"83550";"TIJUCAS";"SC"
"79251";"TIJUCAS DO SUL";"PR"
"26050";"TIMBAUBA";"PE"
"18830";"TIMBAUBA DOS BATISTAS";"RN"
"83933";"TIMBE DO SUL";"SC"
"09350";"TIMBIRAS";"MA"
"83577";"TIMBO";"SC"
"99716";"TIMBO GRANDE";"SC"
"71935";"TIMBURI";"SP"
"09377";"TIMON";"MA"
"53732";"TIMOTEO";"MG"
"53759";"TIRADENTES";"MG"
"60771";"TIRADENTES DO SUL";"RS"
"53775";"TIROS";"MG"
"32476";"TOBIAS BARRETO";"SE"
"96199";"TOCANTINIA";"TO"
"96210";"TOCANTINOPOLIS";"TO"
"53791";"TOCANTINS";"MG"
"07404";"TOCOS DO MOJI";"MG"
"53813";"TOLEDO";"MG"
"79278";"TOLEDO";"PR"
"32492";"TOMAR DO GERU";"SE"
"79294";"TOMAZINA";"PR"
"53830";"TOMBOS";"MG"
"05592";"TOME-ACU";"PA"
"98515";"TONANTINS";"AM"
"26077";"TORITAMA";"PE"
"91634";"TORIXOREU";"MT"
"10189";"TOROPI";"RS"
"32271";"TORRE DE PEDRA";"SP"
"89338";"TORRES";"RS"
"71951";"TORRINHA";"SP"
"18856";"TOUROS";"RN"
"08265";"TRABIJU";"SP"
"00680";"TRACUATEUA";"PA"
"26093";"TRACUNHAEM";"PE"
"28835";"TRAIPU";"AL"
"06351";"TRAIRAO";"PA"
"15717";"TRAIRI";"CE"
"59170";"TRAJANO DE MORAIS";"RJ"
"89354";"TRAMANDAI";"RS"
"60372";"TRAVESSEIRO";"RS"
"39357";"TREMEDAL";"BA"
"71978";"TREMEMBE";"SP"
"73318";"TRES ARROIOS";"RS"
"83593";"TRES BARRAS";"SC"
"79871";"TRES BARRAS DO PARANA";"PR"
"73296";"TRES CACHOEIRAS";"RS"
"53856";"TRES CORACOES";"MG"
"89370";"TRES COROAS";"RS"
"89397";"TRES DE MAIO";"RS"
"57770";"TRES FORQUILHAS";"RS"
"71994";"TRES FRONTEIRAS";"SP"
"91650";"TRES LAGOAS";"MS"
"41157";"TRES MARIAS";"MG"
"73270";"TRES PALMEIRAS";"RS"
"89419";"TRES PASSOS";"RS"
"53872";"TRES PONTAS";"MG"
"96237";"TRES RANCHOS";"GO"
"59196";"TRES RIOS";"RJ"
"09482";"TREVISO";"SC"
"83615";"TREZE DE MAIO";"SC"
"83631";"TREZE TILIAS";"SC"
"26115";"TRINDADE";"PE"
"96253";"TRINDADE";"GO"
"73253";"TRINDADE DO SUL";"RS"
"22373";"TRIUNFO";"PB"
"26131";"TRIUNFO";"PE"
"89435";"TRIUNFO";"RS"
"04367";"TRIUNFO POTIGUAR";"RN"
"02585";"TRIZIDELA DO VALE";"MA"
"97616";"TROMBAS";"GO"
"83658";"TROMBUDO CENTRAL";"SC"
"83674";"TUBARAO";"SC"
"39373";"TUCANO";"BA"
"03972";"TUCUMA";"PA"
"89451";"TUCUNDUVA";"RS"
"05614";"TUCURUI";"PA"
"02607";"TUFILANDIA";"MA"
"29556";"TUIUTI";"SP"
"53899";"TUMIRITINGA";"MG"
"99910";"TUNAPOLIS";"SC"
"73237";"TUNAS";"RS"
"54550";"TUNAS DO PARANA";"PR"
"79316";"TUNEIRAS DO OESTE";"PR"
"09393";"TUNTUM";"MA"
"72010";"TUPA";"SP"
"53910";"TUPACIGUARA";"MG"
"26158";"TUPANATINGA";"PE"
"59790";"TUPANCI DO SUL";"RS"
"89478";"TUPANCIRETA";"RS"
"73210";"TUPANDI";"RS"
"89494";"TUPARENDI";"RS"
"26174";"TUPARETAMA";"PE"
"79936";"TUPASSI";"PR"
"72036";"TUPI PAULISTA";"SP"
"01023";"TUPIRAMA";"TO"
"03654";"TUPIRATINS";"TO"
"09415";"TURIACU";"MA"
"02623";"TURILANDIA";"MA"
"72052";"TURIUBA";"SP"
"53937";"TURMALINA";"MG"
"72079";"TURMALINA";"SP"
"10200";"TURUCU";"RS"
"12793";"TURURU";"CE"
"96318";"TURVANIA";"GO"
"97659";"TURVELANDIA";"GO"
"83690";"TURVO";"SC"
"84530";"TURVO";"PR"
"53953";"TURVOLANDIA";"MG"
"09431";"TUTOIA";"MA"
"98493";"UARINI";"AM"
"39390";"UAUA";"BA"
"53970";"UBA";"MG"
"53996";"UBAI";"MG"
"39411";"UBAIRA";"BA"
"39438";"UBAITABA";"BA"
"15733";"UBAJARA";"CE"
"26719";"UBAPORANGA";"MG"
"29718";"UBARANA";"SP"
"39454";"UBATA";"BA"
"72095";"UBATUBA";"SP"
"54011";"UBERABA";"MG"
"54038";"UBERLANDIA";"MG"
"72117";"UBIRAJARA";"SP"
"79332";"UBIRATA";"PR"
"10227";"UBIRETAMA";"RS"
"72133";"UCHOA";"SP"
"39470";"UIBAI";"BA"
"00388";"UIRAMUTA";"RR"
"00590";"UIRAPURU";"GO"
"22390";"UIRAUNA";"PB"
"06238";"ULIANOPOLIS";"PA"
"15750";"UMARI";"CE"
"18872";"UMARIZAL";"RN"
"32514";"UMBAUBA";"SE"
"30473";"UMBURANAS";"BA"
"54054";"UMBURATIBA";"MG"
"22411";"UMBUZEIRO";"PB"
"98558";"UMIRIM";"CE"
"79359";"UMUARAMA";"PR"
"39497";"UNA";"BA"
"54070";"UNAI";"MG"
"12211";"UNIAO";"PI"
"59994";"UNIAO DA SERRA";"RS"
"79375";"UNIAO DA VITORIA";"PR"
"07420";"UNIAO DE MINAS";"MG"
"99732";"UNIAO DO OESTE";"SC"
"10480";"UNIAO DO SUL";"MT"
"28851";"UNIAO DOS PALMARES";"AL"
"72150";"UNIAO PAULISTA";"SP"
"79391";"UNIFLOR";"PR"
"10243";"UNISTALDA";"RS"
"18899";"UPANEMA";"RN"
"79413";"URAI";"PR"
"39519";"URANDI";"BA"
"72176";"URANIA";"SP"
"09458";"URBANO SANTOS";"MA"
"72192";"URU";"SP"
"96334";"URUACU";"GO"
"96350";"URUANA";"GO"
"07447";"URUANA DE MINAS";"MG"
"03999";"URUARA";"PA"
"83712";"URUBICI";"SC"
"15776";"URUBURETAMA";"CE"
"54097";"URUCANIA";"MG"
"02852";"URUCARA";"AM"
"39535";"URUCUCA";"BA"
"12238";"URUCUI";"PI"
"26999";"URUCUIA";"MG"
"02879";"URUCURITUBA";"AM"
"89516";"URUGUAIANA";"RS"
"15792";"URUOCA";"CE"
"09776";"URUPA";"RO"
"99759";"URUPEMA";"SC"
"72214";"URUPES";"SP"
"83739";"URUSSANGA";"SC"
"96377";"URUTAI";"GO"
"39551";"UTINGA";"BA"
"89532";"VACARIA";"RS"
"00248";"VALE DO ANARI";"RO"
"09792";"VALE DO PARAISO";"RO"
"57690";"VALE DO SOL";"RS"
"60496";"VALE REAL";"RS"
"10260";"VALE VERDE";"RS"
"39578";"VALENCA";"BA"
"59218";"VALENCA";"RJ"
"12254";"VALENCA DO PIAUI";"PI"
"39594";"VALENTE";"BA"
"72230";"VALENTIM GENTIL";"SP"
"72257";"VALINHOS";"SP"
"72273";"VALPARAISO";"SP"
"10669";"VALPARAISO DE GOIAS";"GO"
"73199";"VANINI";"RS"
"83755";"VARGEAO";"SC"
"29572";"VARGEM";"SP"
"55638";"VARGEM";"SC"
"07463";"VARGEM ALEGRE";"MG"
"57274";"VARGEM ALTA";"ES"
"54119";"VARGEM BONITA";"MG"
"55654";"VARGEM BONITA";"SC"
"09474";"VARGEM GRANDE";"MA"
"07480";"VARGEM GRANDE DO RIO PARDO";"MG"
"72311";"VARGEM GRANDE DO SUL";"SP"
"72737";"VARGEM GRANDE PAULISTA";"SP"
"54135";"VARGINHA";"MG"
"96393";"VARJAO";"GO"
"07501";"VARJAO DE MINAS";"MG"
"98574";"VARJOTA";"CE"
"29173";"VARRE-SAI";"RJ"
"18910";"VARZEA";"RN"
"22438";"VARZEA";"PB"
"15814";"VARZEA ALEGRE";"CE"
"22675";"VARZEA BRANCA";"PI"
"54151";"VARZEA DA PALMA";"MG"
"39977";"VARZEA DA ROCA";"BA"
"39616";"VARZEA DO POCO";"BA"
"12270";"VARZEA GRANDE";"PI"
"91677";"VARZEA GRANDE";"MT"
"39950";"VARZEA NOVA";"BA"
"72338";"VARZEA PAULISTA";"SP"
"30490";"VARZEDO";"BA"
"54178";"VARZELANDIA";"MG"
"59234";"VASSOURAS";"RJ"
"54194";"VAZANTE";"MG"
"89559";"VENANCIO AIRES";"RS"
"57290";"VENDA NOVA DO IMIGRANTE";"ES"
"04383";"VENHA-VER";"RN"
"54976";"VENTANIA";"PR"
"26190";"VENTUROSA";"PE"
"99058";"VERA";"MT"
"18953";"VERA CRUZ";"RN"
"39632";"VERA CRUZ";"BA"
"72354";"VERA CRUZ";"SP"
"89575";"VERA CRUZ";"RS"
"79898";"VERA CRUZ DO OESTE";"PR"
"04065";"VERA MENDES";"PI"
"89591";"VERANOPOLIS";"RS"
"26212";"VERDEJANTE";"PE"
"07528";"VERDELANDIA";"MG"
"79456";"VERE";"PR"
"30511";"VEREDA";"BA"
"07544";"VEREDINHA";"MG"
"54232";"VERISSIMO";"MG"
"07560";"VERMELHO NOVO";"MG"
"22918";"VERTENTE DO LERIO";"PE"
"26239";"VERTENTES";"PE"
"54259";"VESPASIANO";"MG"
"10286";"VESPASIANO CORREA";"RS"
"89613";"VIADUTOS";"RS"
"89630";"VIAMAO";"RS"
"09490";"VIANA";"MA"
"57010";"VIANA";"ES"
"96415";"VIANOPOLIS";"GO"
"26255";"VICENCIA";"PE"
"89656";"VICENTE DUTRA";"RS"
"91871";"VICENTINA";"MS"
"96571";"VICENTINOPOLIS";"GO"
"18970";"VICOSA";"RN"
"28878";"VICOSA";"AL"
"54275";"VICOSA";"MG"
"15830";"VICOSA DO CEARA";"CE"
"89699";"VICTOR GRAEFF";"RS"
"83771";"VIDAL RAMOS";"SC"
"83798";"VIDEIRA";"SC"
"54291";"VIEIRAS";"MG"
"05401";"VIEIROPOLIS";"PB"
"05630";"VIGIA";"PA"
"55239";"VILA ALTA";"PR"
"91090";"VILA BELA DA SANTISSIMA TRINDADE";"MT"
"00671";"VILA BOA";"GO"
"18996";"VILA FLOR";"RN"
"73113";"VILA FLORES";"RS"
"10308";"VILA LANGARO";"RS"
"73091";"VILA MARIA";"RS"
"00477";"VILA NOVA DO MAMORE";"RO"
"04081";"VILA NOVA DO PIAUI";"PI"
"57959";"VILA NOVA DO SUL";"RS"
"02640";"VILA NOVA DOS MARTIRIOS";"MA"
"29351";"VILA PAVAO";"ES"
"10685";"VILA PROPICIO";"GO"
"98973";"VILA RICA";"MT"
"07684";"VILA VALERIO";"ES"
"57037";"VILA VELHA";"ES"
"00132";"VILHENA";"RO"
"72370";"VINHEDO";"SP"
"72397";"VIRADOURO";"SP"
"54330";"VIRGEM DA LAPA";"MG"
"54356";"VIRGINIA";"MG"
"54372";"VIRGINOPOLIS";"MG"
"54399";"VIRGOLANDIA";"MG"
"54836";"VIRMOND";"PR"
"54410";"VISCONDE DO RIO BRANCO";"MG"
"05657";"VISEU";"PA"
"73075";"VISTA ALEGRE";"RS"
"72419";"VISTA ALEGRE DO ALTO";"SP"
"73059";"VISTA ALEGRE DO PRATA";"RS"
"73032";"VISTA GAUCHA";"RS"
"20117";"VISTA SERRANA";"PB"
"99775";"VITOR MEIRELES";"SC"
"57053";"VITORIA";"ES"
"08281";"VITORIA BRASIL";"SP"
"39659";"VITORIA DA CONQUISTA";"BA"
"60534";"VITORIA DAS MISSOES";"RS"
"26271";"VITORIA DE SANTO ANTAO";"PE"
"00701";"VITORIA DO JARI";"AP"
"09512";"VITORIA DO MEARIM";"MA"
"06416";"VITORIA DO XINGU";"PA"
"79472";"VITORINO";"PR"
"09539";"VITORINO FREIRE";"MA"
"54437";"VOLTA GRANDE";"MG"
"59250";"VOLTA REDONDA";"RJ"
"72435";"VOTORANTIM";"SP"
"72451";"VOTUPORANGA";"SP"
"39675";"WAGNER";"BA"
"04103";"WALL FERRAZ";"PI"
"96652";"WANDERLANDIA";"TO"
"39993";"WANDERLEY";"BA"
"54216";"WENCESLAU BRAZ";"MG"
"79430";"WENCESLAU BRAZ";"PR"
"39691";"WENCESLAU GUIMARAES";"BA"
"83810";"WITMARSUM";"SC"
"96431";"XAMBIOA";"TO"
"79499";"XAMBRE";"PR"
"57851";"XANGRI-LA";"RS"
"83836";"XANXERE";"SC"
"01490";"XAPURI";"AC"
"83852";"XAVANTINA";"SC"
"83879";"XAXIM";"SC"
"22934";"XEXEU";"PE"
"05711";"XINGUARA";"PA"
"39713";"XIQUE-XIQUE";"BA"
"05428";"ZABELE";"PB"
"29734";"ZACARIAS";"SP"
"12874";"ZE DOCA";"MA"
"09504";"ZORTEA";"SC"
"11185";"ACEGUA";"RS"
"11746";"TIO HUGO";"RS"
"10766";"LAGOA SANTA";"GO"
"10782";"BOM JESUS DO ARAGUAIA";"MT"
"10804";"COLNIZA";"MT"
"10820";"CONQUISTA DOESTE";"MT"
"10847";"CURVELANDIA";"MT"
"10863";"NOVA NAZARE";"MT"
"10880";"NOVA SANTA HELENA";"MT"
"10901";"NOVO SANTO ANTONIO";"MT"
"10928";"RONDOLANDIA";"MT"
"10944";"SANTA CRUZ DO XINGU";"MT"
"10960";"SANTA RITA DO TRIVELATO";"MT"
"10987";"SANTO ANTONIO DO LESTE";"MT"
"11002";"SERRA NOVA DOURADA";"MT"
"11029";"VALE DE SAO DOMINGOS";"MT"
"11045";"PAU DARCO DO PIAUI";"PI"
"11088";"JUNDIA";"RN"
"11100";"BARROCAS";"BA"
"11126";"LUIS EDUARDO MAGALHAES";"BA"
"11142";"GOVERNADOR LINDENBERG";"ES"
"11169";"MESQUITA";"RJ"
"11207";"ALMIRANTE TAMANDARE DO SUL";"RS"
"11223";"ARROIO DO PADRE";"RS"
"11240";"BOA VISTA DO CADEADO";"RS"
"11266";"BOA VISTA DO INCRA";"RS"
"11282";"BOZANO";"RS"
